Annotation Cluster 1	Enrichment Score: 68.76479813108197
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0045271~respiratory chain complex I	31	1.1313868613138687	3.1935203064568396E-16	P56556, O75306, O43676, O43674, O95139, O75489, O43678, O95299, Q9P0J0, P17568, O96000, P19404, Q9Y6M9, Q16795, P56181, O43181, O00217, O75438, O95168, P51970, O95169, P28331, Q9UI09, O14561, O95182, O43920, Q16718, O75251, O75380, Q9NX14, P49821	2712	46	20666	5.135356547390022	3.8968828164342995E-13	9.113216484279274E-15	7.22826059607792E-15
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	87	3.1751824817518246	3.4317258290801054E-16	P30049, Q13555, P31930, O75947, P56556, O75306, P08559, O43676, P00390, P30405, O43674, Q13557, O43678, P16615, P36542, P11166, Q9P0J0, O96000, P19404, P13073, O14949, P63000, P08047, P22695, Q16795, O14548, P20674, P10606, O95168, O95169, P48047, P14927, P28331, Q9Y277, Q9UI09, P04406, O14561, P14406, O43920, P07919, P11413, P11177, Q16718, Q06210, O75251, O75380, P12074, P08574, P05141, P47985, P09669, O95139, O75489, P45880, P12236, O00483, P14854, O95299, P17568, P16435, Q9Y6M9, P25705, P24539, P18859, P17252, P31040, P00403, P56381, P62136, P09874, P56181, O43181, O00217, O75438, P51970, P07339, O95182, P36873, P15954, P21912, Q01970, Q9NX14, P62140, Q04206, P49821, Q15257, P21796, P06576	1583	205	8865	2.3766389843304627	1.1457501614131615E-13	1.0731942592759602E-14	8.454524542551896E-15
REACTOME_PATHWAY	R-HSA-611105~Respiratory electron transport	75	2.737226277372263	3.790742232018382E-16	P31930, O75746, P56556, O75306, Q9H845, O43676, Q9BVV7, P40926, O43674, P40925, O43678, Q9P0J0, O96000, P38646, P19404, P13073, P00505, O14949, Q9UJS0, P22695, Q16795, O14548, P20674, P10606, O95168, O95169, O95202, P14927, P28331, Q9UI09, O14561, P14406, O43920, P07919, Q16718, P38117, O75251, O75380, P12074, Q14061, P08574, P47985, Q9Y241, P09669, P13804, O95139, O75489, Q9P032, O00483, P14854, O75880, O95299, P17568, Q9Y6M9, Q5RI15, Q9H061, P31040, P17174, P00403, Q9Y2R0, P56181, O43181, O00217, Q9H936, O75438, P51970, Q9Y697, Q12931, P99999, O95182, P15954, P21912, Q9NX14, P49821, Q9BSH4	2077	158	11153	2.5489386469043103	6.428191312579656E-13	4.357097172635414E-15	3.07320888095776E-15
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	30	1.094890510948905	1.2148877578788634E-14	P56556, O75306, O43676, O43674, O95139, O75489, O00483, O43678, O95299, P17568, O96000, P19404, Q9Y6M9, Q16795, P56181, O43181, O00217, O75438, O95168, P51970, O95169, P28331, O14561, O95182, O43920, Q16718, O75251, O75380, P49821, P09622	2654	46	19416	4.771141181481603	6.873612790059269E-11	2.87523436031331E-12	2.7542517877578733E-12
KEGG_PATHWAY	hsa04714:Thermogenesis	92	3.3576642335766427	1.634277311263104E-14	P30049, P31930, O75947, P56556, Q96BR5, O75306, O43676, Q15418, O43674, P63092, Q12824, O43678, P36542, Q9P0J0, O96000, P19404, P62993, P13073, P16220, O14949, P22695, Q16795, P01116, P62753, O14548, P01111, P20674, P10606, Q92925, Q969G3, O95168, O95169, P48047, P60709, P14927, P28331, Q9UI09, O96019, O14561, P14406, O43920, P07919, Q16718, O75251, O75380, P12074, Q14061, P08574, P47985, Q92922, Q13131, P46734, Q8TAQ2, P09669, Q96B36, O75964, P56134, O95139, O75489, Q9P032, O00483, P14854, O95573, O95299, P17568, P63261, Q9Y6M9, P25705, P24539, P18859, Q5RI15, P31040, P56385, P00403, O60341, Q9Y2R0, P56381, P56181, O43181, O00217, O75438, Q8N6T7, P51970, P33121, O95182, P15954, P51532, P21912, Q9NX14, O14497, P49821, P06576	1583	235	8865	2.1923898872326983	5.6141757909244916E-12	4.0156528219607705E-13	3.163493938230723E-13
GOTERM_MF_DIRECT	GO:0008137~NADH dehydrogenase (ubiquinone) activity	29	1.0583941605839415	2.1696674708710145E-14	P56556, O75306, O43676, O43674, O95139, O75489, O00483, O43678, O95299, P17568, O96000, P19404, Q9Y6M9, Q16795, P56181, O43181, O00217, O75438, O95168, P51970, O95169, P28331, Q9UI09, O95182, O43920, Q16718, O75251, O75380, P49821	2703	43	19208	4.792538867236232	4.232447725627253E-11	1.6966799622211335E-12	1.5821215197591438E-12
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	85	3.102189781021898	3.1261915659177E-12	P30049, P31930, O75947, P56556, P36507, O75306, Q92934, O43676, P30405, P28482, O43674, O43678, P36542, Q9P0J0, O96000, P19404, P62993, P13073, O14949, P63000, P04040, P22695, Q16795, P01116, O14548, P01111, P20674, P05412, P10606, O95168, O95169, P48047, P14927, P28331, Q9Y277, Q9UI09, O14561, P14406, O43920, P07919, Q16718, P78417, O75251, O75380, P12074, P16152, P08574, P05141, P47985, P09669, O95139, O75489, P45880, P12236, O00483, Q06124, P14854, O95299, P17568, P16435, Q9Y6M9, P25705, P24539, P18859, P31040, P00403, P56381, P56181, O43181, P00441, O00217, O75438, P51970, P18031, P15559, O95182, P15954, Q02750, P21912, P14550, Q9NX14, Q04206, P24666, P49821, P21796, P06576	1583	227	8865	2.0969636083831236	1.0754011015023934E-9	6.721311866723056E-11	5.2949869647731046E-11
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	31	1.1313868613138687	8.862992366027734E-10	O95831, P56556, O75306, O43676, Q9H845, Q9BVV7, O43674, O95139, O75489, Q9P032, O43678, O95299, Q9P0J0, P17568, O96000, Q9Y6M9, Q9H061, Q16795, O43181, O00217, O75438, O95168, P51970, O95169, P28331, Q9UI09, O14561, O43920, Q16718, O75251, Q9NX14	2654	68	19416	3.3351212376435124	5.034167106066079E-6	1.0943868834573377E-7	1.0483378579034108E-7
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	60	2.18978102189781	2.828254629734121E-9	P31930, P56556, O75306, O43676, O43674, O43678, Q9P0J0, O96000, P19404, P13073, O14949, P63000, P22695, Q16795, O14548, P20674, P05412, P10606, O95168, O95169, P14927, P28331, Q9UI09, O14561, P14406, O43920, P07919, Q16718, P55957, O75251, O75380, P12074, Q07812, P08574, P47985, Q13131, P09669, O95139, O75489, O00483, P14854, O95299, P17568, Q9Y6M9, P31040, P00403, P05198, P60953, P56181, O43181, O00217, O75438, P51970, P99999, O95182, P15954, P21912, Q9NX14, Q04206, P49821	1583	157	8865	2.140175672250142	9.729191209340016E-7	4.2300851853414684E-8	3.332421759382378E-8
REACTOME_PATHWAY	R-HSA-6799198~Complex I biogenesis	35	1.2773722627737227	4.33471712961922E-9	P56556, O75306, O43676, Q9H845, O43674, O95139, O75489, Q9P032, O43678, O95299, Q9P0J0, P17568, O96000, P38646, P19404, Q9Y6M9, Q9H061, Q16795, P56181, O43181, O00217, O75438, O95168, P51970, O95169, P28331, Q9UI09, O14561, O95182, O43920, Q16718, O75251, O75380, Q9NX14, P49821	2077	68	11153	2.7638491602707527	8.365969104917603E-6	2.6239306511895652E-8	1.8507475644330337E-8
KEGG_PATHWAY	hsa04723:Retrograde endocannabinoid signaling	44	1.6058394160583942	5.871014838915055E-4	P56556, O75306, P04899, O43676, P28482, O43674, O95139, O75489, O00483, O43678, O95299, Q9P0J0, P17568, O96000, P19404, Q9Y6M9, P17252, P09471, Q16795, P62879, P62873, P56181, Q14573, O43181, O00217, Q9UBI6, O75438, O95168, P51970, O95169, P28331, Q9HAV0, Q9UI09, O14561, O95182, O43920, Q16718, O75251, O75380, P63096, Q01970, Q9NX14, P49821, P08754	1583	149	8865	1.653728584329304	0.18292322773464909	0.00439049805344952	0.0034587935246651732

Annotation Cluster 12	Enrichment Score: 15.936305978156994
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-5578749~Transcriptional regulation by small RNAs	85	3.102189781021898	1.1402378432423678E-42	P35658, Q71UI9, P52434, P52435, Q99567, Q9BW27, Q9NRG9, P62875, Q8WUM0, Q96HA1, O15514, P30876, P62805, P62807, Q99880, O75694, P19387, P19388, O60814, P16104, P37198, P24928, P62487, P12270, Q9BVL2, Q99879, Q9UKV8, Q9BTX1, P57740, Q12769, P58876, P78406, Q96EE3, P84243, Q71DI3, P68431, Q8NFH3, Q8NFH4, Q8NFH5, P49792, P49790, P62826, Q16777, Q16778, Q8N1F7, P36954, P55735, Q93077, P52948, Q6FI13, Q7Z3B4, Q92621, Q5SRE5, O15504, Q9UKX7	2077	105	11153	4.346951876561891	2.20065903745777E-39	5.120463430932586E-41	3.611637075572337E-41
REACTOME_PATHWAY	R-HSA-68875~Mitotic Prophase	98	3.576642335766423	2.8841644347829056E-39	P28482, P14635, P35658, Q71UI9, Q9H0U4, Q99567, O60763, Q9BW27, Q9NRG9, Q8WUM0, Q96HA1, P62805, P62807, O75531, O43768, Q99880, P30153, O75694, P30154, O60814, P16104, P37198, P67775, P12270, Q9BVL2, Q14980, Q99879, Q9Y2U8, Q9BTX1, P57740, Q12769, P58876, P78406, Q96EE3, Q99986, P42167, P42166, P84243, Q71DI3, P68431, Q86Y07, P17252, Q01105, Q8NFH3, Q8NFH4, P02545, Q8NFH5, P49792, O95347, P49790, Q16777, Q16778, P53350, Q8N1F7, P50402, P55735, Q8NC56, P20700, P52948, Q93077, Q9NTJ3, Q6FI13, Q7Z3B4, Q92621, P06493, Q5SRE5, O15504, Q9UKX7, P62820	2077	141	11153	3.732176454720222	5.566437359131008E-36	1.2376270052368423E-37	8.729404355942928E-38
REACTOME_PATHWAY	R-HSA-9609690~HCMV Early Events	93	3.3941605839416056	8.994500106447192E-37	Q14204, P35658, P63167, Q9Y6G9, Q99567, P0DPH8, P16220, Q9BVA1, Q15022, Q9BW27, Q9NRG9, Q8WUM0, Q96HA1, P62805, P62807, Q99880, O75694, O60814, P37198, Q9BUF5, Q8IUE6, P12270, Q9BVL2, Q99879, P83916, Q3ZCM7, P68363, Q9BTX1, P57740, Q12769, P29590, P58876, P78406, Q96EE3, Q71DI3, P68431, Q8NFH3, Q8NFH4, Q16576, Q13263, Q8NFH5, Q9BQE3, P49792, P05556, P49790, Q16777, Q16778, Q13509, Q9Y618, Q8N1F7, Q09028, P68371, P55735, Q96FJ2, Q93077, P52948, P68366, Q6FI13, Q7Z3B4, Q92621, Q5SRE5, Q71U36, O15504, Q9UKX7	2077	135	11153	3.6991708126036484	1.735938520544308E-33	3.5445672868468424E-35	2.500103907138995E-35
REACTOME_PATHWAY	R-HSA-9609646~HCMV Infection	102	3.722627737226277	7.494195519040819E-36	Q96FZ7, Q14204, Q9H444, O43633, P35658, Q9Y3E7, P63167, Q9Y6G9, Q99567, P0DPH8, P16220, Q9BVA1, Q15022, Q9BW27, Q9NRG9, Q8WUM0, Q96HA1, P62805, P62807, Q99880, O75694, O60814, P37198, Q9BUF5, Q8IUE6, P12270, Q9BVL2, Q99879, P83916, Q3ZCM7, Q9UN37, P68363, Q9BTX1, P57740, Q9UQN3, Q12769, P29590, P58876, P78406, Q96EE3, Q71DI3, P68431, Q8NFH3, Q8NFH4, Q16576, A5D8V6, Q8NFH5, Q13263, Q9BQE3, P49792, P05556, P49790, Q16777, Q16778, Q13509, Q9Y618, Q8N1F7, Q09028, P68371, P55735, Q96FJ2, P52948, Q93077, P68366, Q6FI13, Q7Z3B4, Q92621, Q5SRE5, Q71U36, O15504, P61978, Q9UKX7, Q9HD42	2077	160	11153	3.423224602792489	1.446379735174878E-32	2.8375081465231017E-34	2.0013910386144303E-34
REACTOME_PATHWAY	R-HSA-69306~DNA Replication	106	3.8686131386861313	5.015391843312476E-35	Q14566, P15927, P33992, P33993, P33991, P51665, Q71UI9, P62195, O60684, P62877, P25205, P63208, Q13200, P49736, O43242, Q14974, P62805, P62807, O00231, Q99880, O00232, P35244, O60814, P35249, P16104, Q99436, P35250, Q14181, P35251, P49721, Q16763, P49643, P60900, Q99879, P27694, P28066, P49642, Q9BRT9, P52294, P28340, P58876, P35998, O00487, Q9BRX5, P62333, P18858, P84243, Q71DI3, P20618, P68431, P25789, P25788, P62979, P25787, P25786, Q15008, P40938, Q16777, P40937, Q16778, P39748, P62191, Q9UNM6, P28072, P17980, Q99460, P28070, P12004, O14818, Q93077, Q6FI13, P62987, P24941, Q16186, P43686, Q9NRF9	2077	173	11153	3.290144466925117	9.679706257593079E-32	1.827305971591772E-33	1.2888610736965268E-33
REACTOME_PATHWAY	R-HSA-211000~Gene Silencing by RNA	90	3.2846715328467155	3.884740352072746E-33	P07900, P35658, Q71UI9, P52434, P52435, Q99567, Q9BW27, Q9NRG9, P62875, Q8WUM0, Q96HA1, O15514, P30876, P62805, P62807, Q99880, O75694, P19387, P19388, O60814, P16104, P37198, P24928, P62487, Q99598, P12270, Q9BVL2, Q99879, Q15633, Q9UKV8, O75569, Q9BTX1, P57740, Q12769, P58876, P78406, Q9BQ52, Q96EE3, P84243, Q71DI3, P68431, Q8NFH3, Q8NFH4, Q8NFH5, P49792, P49790, P62826, Q16777, Q16778, Q8N1F7, P36954, P55735, Q93077, P52948, Q6FI13, Q7Z3B4, Q92621, Q5SRE5, O15504, Q9UKX7	2077	137	11153	3.5275822441829	7.497548879500401E-30	1.3638970217913588E-31	9.620029744587418E-32
REACTOME_PATHWAY	R-HSA-8939236~RUNX1 regulates transcription of genes involved in differentiation of HSCs	81	2.9562043795620436	1.0784195773097701E-32	Q13951, P51665, Q71UI9, P51948, P62195, Q13200, O43242, P62805, P62807, O00231, Q99880, O00232, O60814, Q99081, P16104, Q99436, P46937, P49721, P60900, Q99879, P28066, P58876, P35998, O00487, Q01196, P62333, P84243, Q71DI3, P20618, P68431, P25789, P25788, P62979, P25787, P25786, Q15008, Q16777, Q16778, P62191, Q9UNM6, P28072, P17980, Q99460, P28070, Q03164, O14818, Q93077, P62987, Q6FI13, Q16186, P43686	2077	116	11153	3.749576644032341	2.0813497842078563E-29	3.7186217924735106E-31	2.6228704719569766E-31
REACTOME_PATHWAY	R-HSA-69002~DNA Replication Pre-Initiation	93	3.3941605839416056	5.48872683930688E-32	Q14566, P15927, P33992, P33993, P33991, P51665, Q71UI9, P62195, O60684, P25205, Q13200, P49736, O43242, Q14974, P62805, P62807, O00231, Q99880, O00232, P35244, O60814, P16104, Q99436, Q14181, P49721, Q16763, P49643, P60900, Q99879, P27694, P49642, P28066, P52294, P58876, P35998, O00487, P62333, P84243, Q71DI3, P20618, P68431, P25789, P25788, P62979, P25787, P25786, Q15008, Q16777, Q16778, P62191, Q9UNM6, P28072, P17980, Q99460, P28070, O14818, Q93077, P62987, Q6FI13, P24941, Q16186, P43686, Q9NRF9	2077	148	11153	3.374243646631706	1.0593242799862278E-28	1.827367504603722E-30	1.2889044750234432E-30
REACTOME_PATHWAY	R-HSA-9610379~HCMV Late Events	79	2.8832116788321165	9.92957983350592E-31	Q96FZ7, Q9H444, O43633, P35658, Q9Y3E7, Q99567, Q9BW27, Q9NRG9, Q8WUM0, Q96HA1, P62805, P62807, Q99880, O75694, O60814, P37198, Q8IUE6, P12270, Q9BVL2, Q99879, Q9UN37, Q9BTX1, P57740, Q12769, Q9UQN3, P58876, P78406, Q96EE3, Q71DI3, P68431, Q8NFH3, Q8NFH4, A5D8V6, Q8NFH5, P49792, P49790, Q16777, Q16778, Q8N1F7, P55735, Q93077, P52948, Q6FI13, Q7Z3B4, Q92621, Q5SRE5, O15504, P61978, Q9UKX7, Q9HD42	2077	116	11153	3.6569945046735177	1.9164089078666425E-27	3.008915197548824E-29	2.122290263625841E-29
REACTOME_PATHWAY	R-HSA-68867~Assembly of the pre-replicative complex	85	3.102189781021898	9.972582736567828E-31	Q14566, P33992, P33993, P33991, P51665, Q71UI9, P62195, O60684, P25205, Q13200, P49736, O43242, Q14974, P62805, P62807, O00231, Q99880, O00232, O60814, P16104, Q99436, P49721, Q16763, P60900, Q99879, P28066, P52294, P58876, P35998, O00487, P62333, P84243, Q71DI3, P20618, P68431, P25789, P25788, P62979, P25787, P25786, Q15008, Q16777, Q16778, P62191, Q9UNM6, P28072, P17980, Q99460, P28070, O14818, Q93077, P62987, Q6FI13, Q16186, P43686	2077	131	11153	3.484198068999989	1.9247084681575908E-27	3.008915197548824E-29	2.122290263625841E-29
REACTOME_PATHWAY	R-HSA-73886~Chromosome Maintenance	87	3.1751824817518246	1.9661884871904882E-29	Q9Y265, P15927, Q71UI9, P52434, P52435, Q9NX24, Q9Y230, P62875, O15514, P49450, P30876, P06748, P62805, P62807, Q99880, Q03188, P19387, Q9H3R5, P19388, P35244, O60814, Q8NG31, P35249, P16104, P35250, P24928, P62487, Q6IPU0, Q9NY12, Q14181, P35251, P49643, Q8N2Z9, Q15554, Q99879, Q9NYB0, P27694, P49642, Q9BS16, Q96BT3, P28340, P58876, Q6P0N0, Q96T23, P18858, P84243, Q9NPE3, O60264, Q16576, Q92674, Q16777, A8MT69, P40938, Q16778, P40937, P39748, Q7L2Z9, Q71F23, Q09028, P36954, P12004, Q96H22, O60832, Q93077, Q6FI13, P24941, Q9NYP9, Q13352	2077	140	11153	3.336924822890157	3.794743780277642E-26	5.58339701288946E-28	3.9381598816962426E-28
REACTOME_PATHWAY	R-HSA-5250913~Positive epigenetic regulation of rRNA expression	71	2.591240875912409	2.3601622859620257E-27	O15160, P35659, Q9GZS1, P58876, Q71UI9, P52434, Q8WXI9, P84243, Q71DI3, P68431, Q96KQ7, O60264, Q13185, Q9BQG0, Q16576, P62875, O95983, Q92769, Q9P1U0, Q16777, P62805, P60709, O94776, O75533, Q16778, Q9UIG0, P62807, O95602, Q99880, Q86YP4, Q14839, Q9NR30, Q09028, P19388, O60814, O00159, P16104, Q93077, Q6FI13, O15446, Q99879	2077	105	11153	3.6309833321869913	4.55511321190671E-24	5.918796589860613E-26	4.174728614909453E-26
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	73	2.664233576642336	2.068496015104397E-25	P07305, P26583, Q86VY4, Q5SSJ5, P49321, O75367, Q9H0U9, P10412, P55209, Q96T23, P84243, Q71DI3, Q9NRG0, P68431, Q01105, O60264, Q15020, Q92794, Q02539, P49736, P25440, Q9BQ67, P06748, P62805, Q9ULI0, Q16778, P62807, Q99880, Q09028, P16403, P16104, Q99733, Q9P0M6, Q9NRL2, Q8WXX5, Q08945, Q92522, Q13111, Q13112, Q9Y5B9, Q99879, Q92688, Q9NRF9, Q6PL18	2654	145	19416	3.683101629290856	1.1749057365792974E-21	9.790881138160811E-23	9.378905681819186E-23
REACTOME_PATHWAY	R-HSA-9843970~Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex	53	1.9343065693430657	3.926196377447135E-24	Q9Y6X9, Q16777, P62805, Q16778, P62807, Q99880, P58876, O60814, Q71UI9, P16104, Q8NEY8, P84243, Q71DI3, Q9H9B1, P68431, Q93077, Q96KQ7, P42285, Q6FI13, Q9Y580, Q6NZY4, Q99879, Q99549	2077	70	11153	4.06567851984318	7.577559008472971E-21	8.714350810172895E-23	6.14652812193448E-23
REACTOME_PATHWAY	R-HSA-427389~ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	55	2.0072992700729926	6.485071424412304E-24	P58876, Q71UI9, Q8WXI9, P84243, Q71DI3, P68431, Q96KQ7, Q13185, Q16576, O95983, Q92769, Q16777, P62805, O94776, Q16778, P62807, Q99880, Q86YP4, Q14839, Q09028, O60814, P16104, Q93077, Q6FI13, Q99879	2077	75	11153	3.9378269940619486	1.2516187849115747E-20	1.4070419011842875E-22	9.924345258482651E-23
REACTOME_PATHWAY	R-HSA-9845323~Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)	64	2.335766423357664	8.247760288661634E-24	Q8TAQ2, Q12824, P58876, Q71UI9, Q8WXI9, Q9Y6K1, P84243, Q71DI3, P68431, Q16576, Q92925, Q969G3, O95983, Q92769, Q16777, P62805, P60709, O94776, Q16778, P62807, O96019, Q99880, Q86YP4, Q14839, Q09028, O60814, P51532, P16104, Q93077, Q6FI13, Q92785, O14497, Q92922, Q99879	2077	97	11153	3.5429371268036274	1.5918177357116953E-20	1.7696027908228462E-22	1.2481610570174606E-22
REACTOME_PATHWAY	R-HSA-5250924~B-WICH complex positively regulates rRNA expression	61	2.226277372262774	1.2486092122817428E-23	O15160, P35659, Q9GZS1, P58876, Q71UI9, P52434, P84243, Q71DI3, P68431, O60264, Q9BQG0, P62875, Q9P1U0, Q16777, P62805, P60709, O75533, Q16778, Q9UIG0, P62807, O95602, Q99880, Q9NR30, P19388, O60814, O00159, P16104, Q93077, Q6FI13, O15446, Q99879	2077	90	11153	3.639506767239073	2.4098157797037636E-20	2.5925423536731667E-22	1.8286083302448749E-22
GOTERM_CC_DIRECT	GO:0000786~nucleosome	69	2.5182481751824817	1.691412422187996E-23	P07305, Q96L91, Q9Y265, Q5SSJ5, O75367, P10412, P58876, Q71UI9, Q9HAF1, P84243, Q9UG63, Q71DI3, P68431, P21980, Q9Y230, Q9UBU8, Q92794, Q02539, Q49A26, Q99549, P49450, Q16777, P62805, P60709, Q16778, P62807, O96019, Q99880, O60814, P16403, P16104, Q9P0M6, Q8IUE6, Q93077, Q92522, Q6FI13, Q6DRA6, Q99879	2712	144	20666	3.6513489429695185	1.9789525339599553E-20	6.596508446533184E-22	5.232102425968201E-22
REACTOME_PATHWAY	R-HSA-8878171~Transcriptional regulation by RUNX1	107	3.905109489051095	2.1701772604103984E-23	Q13951, Q12824, Q06587, P51665, Q71UI9, Q07157, P51948, P62195, Q13200, O43242, Q92925, Q969G3, P62805, O96019, P62807, O00231, Q99880, O00232, P19784, O60814, Q99081, P16104, Q99436, P46937, Q9HCE1, P49721, P60900, Q92922, Q99879, Q14781, Q8TAQ2, Q9UKV8, Q86U86, P28066, P78364, Q06124, P29590, Q8IXK0, P58876, P35998, O00487, Q01196, P62333, P84243, Q71DI3, P20618, P68431, Q00534, P25789, P25788, P62979, P25787, P25786, P61964, Q15008, Q9C005, Q16777, Q16778, P62191, Q9UNM6, P28072, P17980, Q99460, P28070, P51532, Q03164, P17931, O14818, P68400, Q93077, Q99496, P67870, Q6FI13, P62987, O14497, Q16186, P43686	2077	223	11153	2.576523573367072	4.1884421125920687E-20	4.365221135262999E-22	3.0789389882072526E-22
REACTOME_PATHWAY	R-HSA-9710421~Defective pyroptosis	53	1.9343065693430657	3.5287132118099734E-23	P49642, Q16777, P62805, Q16778, P62807, Q99880, Q09028, P58876, O60814, Q71UI9, Q9Y6K1, P16104, P84243, Q71DI3, Q14181, P68431, Q93077, Q6FI13, Q15022, Q16576, P49643, Q99879, P26358	2077	72	11153	3.952743005403092	6.810416498793248E-20	6.882772941419251E-22	4.854653933823418E-22
REACTOME_PATHWAY	R-HSA-5625740~RHO GTPases activate PKNs	62	2.2627737226277373	4.5615800071068623E-23	P58876, Q71UI9, P35579, P35580, P84243, P61981, Q71DI3, P68431, P63000, O60341, P61586, P27348, P63104, P62258, Q04917, P31946, Q16777, P62805, Q16778, P62807, P31947, Q99880, O60814, P19105, P16104, P60660, P62140, Q93077, P08134, Q6FI13, O14974, Q99879	2077	94	11153	3.5417592886630676	8.803849413716244E-20	8.729762824104106E-22	6.15739873973578E-22
GOTERM_MF_DIRECT	GO:0030527~structural constituent of chromatin	59	2.153284671532847	2.5272668006291055E-22	P07305, Q5SSJ5, O75367, P10412, P58876, Q71UI9, P84243, Q9UG63, Q71DI3, P68431, P17096, Q02539, P49450, Q16777, P62805, Q16778, P62807, Q99880, O60814, P16403, P16104, Q9P0M6, Q8IUE6, Q93077, Q92522, Q6FI13, Q6DRA6, Q99879	2703	108	19208	3.882078897247229	4.940806595229901E-19	3.800620457869155E-20	3.5440056750360453E-20
REACTOME_PATHWAY	R-HSA-9018519~Estrogen-dependent gene expression	81	2.9562043795620436	3.603151643981994E-22	Q13951, P07900, P25490, P13984, Q71UI9, P52434, P52435, O60563, P08047, Q15185, Q8N3U4, P62875, O15514, P05412, P30876, P62805, P62807, Q99880, P19387, P19388, O60814, P16104, O60216, P24928, Q9HCE1, P62487, Q9UQE7, P52292, Q99879, Q9UKV8, Q8WVM7, P58876, Q01196, P17844, P84243, Q71DI3, P68431, O60341, O14646, P07339, Q16777, Q16778, P35269, Q86X55, P17535, P36954, Q02790, Q93077, Q6FI13, P08238, Q14683	2077	149	11153	2.9191334946828964	6.954082672885249E-19	6.6263674519326E-21	4.6738024181937865E-21
REACTOME_PATHWAY	R-HSA-73864~RNA Polymerase I Transcription	67	2.4452554744525545	8.995651451824232E-22	O15160, Q9GZS1, Q9UBB5, P58876, Q6NZI2, Q71UI9, P52434, Q8WXI9, P84243, P51948, Q71DI3, P68431, Q96KQ7, Q13185, Q16576, P62875, O95983, Q92769, Q9P1U0, Q16777, P62805, O94776, Q16778, P62807, O95602, Q99880, Q86YP4, Q14839, Q09028, P19388, O60814, P16104, Q93077, Q6FI13, P17480, O15446, Q99879	2077	111	11153	3.2412089508863704	1.736160730202077E-18	1.6083891623585733E-20	1.1344515997578337E-20
REACTOME_PATHWAY	R-HSA-774815~Nucleosome assembly	52	1.897810218978102	1.0597840789178879E-21	Q9Y265, Q9BS16, Q96BT3, P58876, Q71UI9, Q6P0N0, Q96T23, O60264, Q16576, Q92674, P49450, P06748, Q16777, P62805, A8MT69, Q16778, P62807, Q99880, Q03188, Q7L2Z9, Q71F23, Q09028, Q9H3R5, O60814, Q8NG31, Q96H22, P16104, Q6IPU0, Q93077, Q6FI13, Q8N2Z9, Q9NYP9, Q99879, Q13352	2077	73	11153	3.825037428852204	2.0453832723115236E-18	1.860402778536765E-20	1.3122053777146938E-20
